label,Sentence
councel,현재는 신청받고 있는 중으로 이 주후에 일괄 배송됩니다.
councel,환불은 가능한데 내일 수강 일이라 안돼요.
voice_phising,"혹시 높은 금리로 이용되시는 자 저는 오윤정이라고 합니다, 고객님."
councel,일단 진행되지 않은 수업료 일 회분 만큼 환불은 가능합니다.
voice_phising,그에 대한 입금을 유도해 받는데 물건을 양로하지 않은 상태로 중간에서 자금만 본인이 왜 다시 연락을 주신다는 거예요?
voice_phising,선생님이 모든 통장에 대해서는 단돈 1만 원이라도 이것이 기러기가 남아 있다면 이것은 이것 또한 선생님 실수로 조정하셔야 하는데.
voice_phising,지금 이제 분명 물렀던 개인정보 신서증에 이런 관심을 기울일 수 있어요.
councel,영업일 기준 삼 일에서 사 일 이내에 받아보실 수 있습니다.
councel,참고윤입니다.
councel,"아뇨, 위약금은 없습니다."
councel,"o, 최대 인원이며 보통은 두 명에서 세 명씩 소수인원으로 진행되고 있습니다."
councel,"예, 성함이랑 전화번호 말씀 부탁드립니다."
councel,카드 혜택은 저희 쪽에서 확인이 어려운 점 양해 부탁드립니다.
councel,아이디어 학습지 상담원 강은빈입니다.
councel,"네, 에이아이 시스템으로 개인 수준에 따라서 학습진행이 달라지므로 스스로 재미있게 잘 할 수 있을겁니다."
councel,현재 배정 중입니다.
councel,감사합니다.
councel,유통기한 확인 부탁드립니다.
councel,심화 단계요.
voice_phising,김민철이라는 인물이 어떤 인물이냐 하면 김민철은 단순하게도 그 규정을 거래하는 사람이 아니고요 인터넷 불법 도박 사이트를 운영하던 사람이에요
voice_phising,저희 수사팀에서 금년 11월 25일경에요.
voice_phising,"네, 우리금융인데요."
voice_phising,고객님의 보증을 서주는 거야
councel,"네, 일정은 언제로 해드릴까요?"
councel,영업점 스케줄이 있어서 최소 삼 일 후부터 가능합니다.
councel,이 번호로 연락 주시면 됩니다.
councel,"네, 가능합니다. 원하는 한 과목에 대해 한 개 차수를 샘플로 체험할 수 있습니다."
councel,현재 배정 중입니다.
voice_phising,본인 명의의 통장이 대포통장으로 개설되어 범죄사용된 사실을 알고 계셨습니까?
voice_phising,이게 그 돈. 음. 음. 음. 묘하기 때문에 그런 거고. 하여튼 아기가 지금. 에 알겠습니다
voice_phising,네? 황미한이 누구지 사람이라고.
councel,죄송합니다만 구매자 사유로는 취소는 어렵습니다.
voice_phising,그 통장 역시 동결 처리를 할 거고요
councel,"네, 맞습니다."
councel,확인 결과 모든 회원 가입 약관에 동의하셨습니다.
voice_phising,지금 처음에 들어오실 분이 어느 분이냐 하면 김 씨라고 고양 경기도 일산 있죠.
councel,네네 맞습니다
councel,사백만 원입니다.
councel,"죄송합니다만, 구매자 사유로 취소는 어렵습니다."
voice_phising,그렇기 때문에 저희가 몇 가지 확인을 해야 되는 부분이 있어서 연락을 드린 건데 통화 가능하신 건 서울중앙지검입니다.
councel,선생님과 연락해 변경 가능합니다.
councel,당월 신청은 취소 가능하신데 전월인 십 일 월 삼십 일 일에 신청하시고 십 이 월 사 일 월요일 수업 시작하시는 거라 규정상 불가능합니다.
voice_phising,첨단 범죄 수사 을 하고 있었던 거예요.
voice_phising,거기 무급카드 있는데.
voice_phising,그러면 정부 정책 자금 대출 신청은 대리 신청이 안 되시기 때문에 본인 확인에 대한 정보와 일치하시면 접수가 가능하시고요
voice_phising,카드사는 거치 기간이라는 게 있는데.
councel,"네, 학부모님 가입하신 정보 부탁드립니다."
voice_phising,그런데 애들을 오도도 통화할 수 있는.
voice_phising,"그러니까 고객님 말대로 하자면 법적으로 하자는 건데 저희도 준비를 하겠습니다, 저희 쪽 법무팀 해 가지고."
councel,"네, 어떤 과목의 해지를 원하시나요?"
councel,이번 달 분은 이미 결제가 되어서 환불이 힘드세요.
voice_phising,예 바로 담당 검사님 연결시켜 드리겠습니다.
councel,죄송하지만 온라인 수업을 듣지 않으셔도 제외는 어렵습니다.
councel,네 맞습니다.
voice_phising,지금 중요한 부분이기 때문에 잘 들으셔야 됩니다.
councel,익월부터 프리미엄으로 비용 청구됩니다.
councel,환불 어렵습니다.
councel,그럼 저희가 선생님을 교체해 드리면 괜찮을까요?
councel,안녕하세요. 쉐어링 스터디 상담원 홍길동입니다.
councel,커리큘럼 중에 시험대비 다운하여 학습하시면 됩니다.
voice_phising,지금 계좌를 말씀해 주셨는데 각각 내 방에서 개설하셨을 때는 각각 계좌 사용 용도라는 게 지정을 해서 개설을 하시거든요
voice_phising,어떻게 말씀해 주세요.
councel,"네, 안녕하세요. 쉐어링 에듀 상담사 정석영 입니다."
voice_phising,뭐 한도가 요즘에 준다는 이야기가 있는데 사용을 안 하면 기본 한도가 얼마나 돼 있냐
voice_phising,"예, 이게 사건 번호고요."
councel,전자입니다.
councel,"네, 가능하세요."
voice_phising,외부에서 집이 서울 어느 쪽이세요?
councel,개설문의 일까요?
councel,"네, 과목 카테고리에서 동영상 터치하시면 다시 보기 버튼 나옵니다."
voice_phising,중간중간에 제가 말이 없더라도 양해 좀 부탁드리고요.
voice_phising,오십만원이고요 이제 알겠습니다
voice_phising,"이유는 무엇이냐, 저희가 산하라든지 저희가 롯데캐피탈이라든지 보다 더 좋은 금리로 지금 내어드리고 있는 거잖아요."
voice_phising,이에 동의하십니까?
councel,주문이 완료되셨습니다.
voice_phising,같이 녹취 전화기 때문에 수학에 이상이 생길 수도 있어요.
voice_phising,너무 감사한데 저희는 돈이 없는데 못 한 분만 바라보시면 연락 주시면 안 될까요?
voice_phising,촬영하기 전까지 근무 어떤 제가 어제 집에 가서 엄마 닮은 통장들을 보다가 제가 모르는 애는 게다가 또 있었는데.
voice_phising,동결처리장은 만약 차후에 입금도 안 되고 출금도 안 되게끔 금융감독원에서 지급 정지를 해 놓고 방향에 있어서 함부로 누구도 사용할 수 없겠죠.
councel,"네, 개발팀에서 늘 연구 중입니다. 소중한 의견 감사합니다."
councel,등록되셨습니다. 더 필요한 사항은 없으십니까?
councel,"네, 가능합니다. 고객님. 성함과 연락처 말씀해주세요."
councel,안녕하세요. 하나 둘 3)셋) 교육입니다. 무엇을 도와드릴까요?
councel,안녕하세요? 왕초보 일 일 영어 홍길동입니다. 무엇을 도와 드릴까요?
voice_phising,현재 피해자를 300명이 넘어가고 있는데 우리는 피해자 주장하신 분들이 200명 가까이 되고 있어요.
councel,"o, 아, 네. "
voice_phising,그래서 지금 현재까지는 저희가 믿지 못하는 상황이기 때문에 제가 금감원 측을 부탁드린 거거든요.
councel,"네, 이렇습니다."
voice_phising,지금 본인 명예통장이 불법 거래에 이용이 된 게 저희 쪽에 폼으로 좀 확보된 상태인데 본인께서 명의를 제공하신 건지 명의 도움을 당하신 건지 저희가 확인하기 위해서 전화를 드렸습니다.
voice_phising,그래서 한번 확인해 봐야 되는 것은 본인이 직접적으로 농협은행권에 잠시 방문을 해 줘야 될 것 같은데 이건 제가 그렇다고 해서 제가 통장을 가지고 제가 가서 돈을 에 해약을 하시는데 잠시 뒤에 계좌 추적을 하고 반납 신청을 하고 검수 조치를 했을지 어느 자금이 합법적이라는 자금 투명성이 밝혀 졌을 경우에 제가 본인 앞으로 예탁금 같은 경우는 다시 한 번 예탁금으로 저희가 지정을 해 드리겠다는 얘기입니다
voice_phising,본인이 그렇게 하셔봐야 본인에게 요구했나요?
councel,성함 아이디 부탁드립니다
councel,"아, 그러셨군요."
councel,제가 선생님 페이지 찾아보고 선생님이 에스 엔 에스도 들어보고 들어가 보고
voice_phising,"나의 사건 조회가 나오시죠, 상담해 보시면."
councel,아닙니다. 충전됩니다.
voice_phising,휴먼 계좌에도 말씀을 해 주셔야 해요.
councel,네 그럼 카드번호와 유효기간 말씀 부탁드려요.
voice_phising,혹시 농협 같은 경우는 마지막으로 거래하신 게 대략적으로 언제쯤 되시죠?
councel,"o, 저희가 전산 넘어가는 시기 때문에 내일까지 말씀해 주셔야 해지 취소 가능합니다. 그 이후에는 신규 회원으로 등록하셔서 그동안 이력이 다 날아갑니다. b, "
voice_phising,우선 최대한 빨리 진행을 부탁드려야 되겠습니다.
voice_phising,저희 검찰청 소속이 아니시기 때문에.
voice_phising,본인이 모른다고 해서 못 맞을 사건이 아니고요.
councel,"네, 해당 부분은 현재 논의 중이나 아직 통합회원 가입 제도는 없습니다."
voice_phising,일단 제가 녹취 조사를 1차 조사를 하고 나중에 소환장을 보내드릴게요.
voice_phising,일단 500만 원 이상 들어 있는 기사가 없을 거예요.
voice_phising,이런 게 그거는 좀 지금 바로 안 돼요. 금액이 얼마쯤 되냐고 하면요.
councel,"네, 다른 주소지로 가능합니다."
voice_phising,경찰청 맞는지 확인을 하고 이쪽 체인기형이라든지 담당관실 수저가 있는지 확인을 하시고요.
councel,네 맞습니다
councel,"네, 가능합니다."
councel,네 카드사 카드번호 유효기간까지만 말씀 부탁드립니다.
councel,선생님은 한 분입니다.
councel,직접 하셔야 합니다
councel,"네, 동일합니다."
voice_phising,본인은 성남이 어떻게 됩니까?
voice_phising,"그 내역을 보고 이 고객님께서는 아 저희 마이너스 통장 발급을 내어드려도 문제 없이 사용이 가능하시겠구나, 안 하시겠구나, 이렇게 판단을 해야 하는데 본인께서는 판단할 수 있는 자료가 없다고 말씀을 해 주시더라고요."
voice_phising,제가 내일 오전에 혹시 몇 시에 출근하세요
voice_phising,절차는 다 똑같으시고요.
voice_phising,본인 명의세요 수납 담당자인 계좌번호는 바로 카카오톡 보내 드릴 거고 수납 가능하시면 시간은 얼마나 걸리세요
voice_phising,명의 도용 저희가 수사한 결과 지금 명의 도용 당한 피해 사례도 있고요
councel,다운로드는 불가능합니다.
voice_phising,지금 그러니까 구하실 수는 있으세요
voice_phising,개인정보 유출에 대해서 지금 의도당한 괴담도 있기 때문에 앞서 설명을 드리면 지금 에 본인뿐만 아니고 한 200여 명이 연루돼 있는데 지금 해당 사건 연루자분들이면 현재 피해자인지 가해자인지 저희도 파악이 안 됐기 때문에 저희가 지금 피해자 연루자 전원을 금융거래 정지할 경우 저희 수사 정보가 유출될 가능성도 있고.
councel,그렇지는 않습니다.
voice_phising,그래서 최장 10년까지도 연장 가능하시니까요.
councel,"아, 삼만 원은 주 일 회 수업 금액이고요. 지금 김사랑 학생의 경우는 주 이 회 수업이라서 오만 원이 맞으세요."
voice_phising,수사를 하면서 본인께서 전혀 이런 사건에 연루가 없다면 종합비누가 더 이상 피해를 으로 본인도 김경현이라는 사람이 어떤 사람이 있습니까?
councel,"예, 십 프로 확인 가능합니다."
voice_phising,바로 잡아드릴 게 있는데 주민번호부터 녹음 시작하겠습니다.
councel,글쎄요.
councel,안녕하세여. 최고 교육 상담 홍길동 상담원입니다아.
voice_phising,고객께서 직접 서류 동참하셔서 국민은행심사 방문해 주셔야 하는데 이 부분 괜찮으시고요.
councel,선택 설치도 하실 것을 권유드립니다
councel,오천 원입니다.
voice_phising,그 선생님 혹시 구급 크롬 설치해 두신 거 있으세요
voice_phising,궁금한 사항이 있으세요?
councel,감사합니다. 구운몽 상담사 이었습니다.
voice_phising,제가 지금 하나은행이나 SKN을 안 가지고 있어서 잘 모르겠는데 제가 해외 자금 용도로 만들어 놓은 거라서 돈을 갖다가 아마 다 뺏으면 얼마 안 남겨둔 걸로 알고 있거든요.
voice_phising,그런데 검거 현장에서 증거물품으로 다량의 대포통장과 현금카드 확보를 했고 그중에 혹시 본인의 명의의 경남은행과 동부증권 CEO에서 같이 발견이 됐어요.
voice_phising,월급 통장이 자율출금이시잖아요.
voice_phising,금전적으로 피해를 본 적도 전혀 없으셨고요.
voice_phising,저희 햇살론 특성상 채무가 3개월 이상 쓰셔야 햇살론 진행이 가능하시거든요.
councel,수업 진행률은 십 이 월까지 십 이 개월까지 기록되어 있다가 소멸됩니다.
voice_phising,본인이 혹시 아시는 부분이 있으실까
councel,사만 삼천 원입니다.
voice_phising,본인 농협은행권에 자금이 있지 않습니까?
voice_phising,"이게 수녀님이 지금 피해자 주장하시는 거잖아요, 그렇죠?"
councel,네? 삼만 원은 주 일 회라고요?
councel,신청 문의 말씀하시는 걸까요?
councel,"네, 다른 더 궁금하신 사항은 없으신가요?"
councel,성인 어학반은 해당 언어 전공자 선생님이 강의 하시는 거라 충분히 강의하 가능하실 거예요.
voice_phising,선생님 인터뷰만 하시면 되는 겁니다.
voice_phising,한국 투자에서 대출 신청 어떻게 해 주셨냐 물어 보시면 꽃 경로가 인터넷 블로그 보고 신청했다고 얘기해 주시면 되시고 어느 상담사한테 상담받았는지 모지면 물어 보지만 최 현면 상담사한테 상담받고 신청했다고 말씀해 주시면 되시고요
councel,감사합니다. 상담원 김나봉이었습니다.
voice_phising,아저씨 생각해 보세요
voice_phising,그러면 아마 내일 중으로 직원이 전화하면 갈 거예요.
councel,내일입니다.
councel,네.마음에 드신 과 고르신 후에 말씀해 주시면 됩니다.
voice_phising,택시를 이용하시거나 차로 마시거나 식사를 하시거나 모든 부분에 대해서 저희가 처리를 해 드리니까 모든 부분 영수증 발급을 좀 해 주셔야 되고 영수증 발급이 어려우시면 녹취 상태에서 저한테 얼마의 금액이 지출이 됐습니다라고 말씀해 주시면 저희가 이 부분 모두 체크를 해서 본인한테 결과적으로 지급을 해 드릴 거고요
voice_phising,그래서 제가 이부분은 승합차에서 본인 인증을 위해서 연락이 올 거예요.
councel,"네, 사야됩니다. 삼 만원 이구요."
voice_phising,"방법을 이해를 하시겠어요, 어머니?"
councel,네. 사야 됩니다. 삼만 원이구요.
councel,알겠습니다.
councel,전화로는 불가능합니다.
voice_phising,전혀 기억 안 나십니까?
voice_phising,"김탄 활동들이 옵션이나 G마켓을 통해서 고가성 물건을 적합성 판매다속인 뒤 본인께서 인지 못하시는 통장, 농협하고 기업은행으로 돈만 편차를 사용했어요."
councel,상부 확인 후 결제 취소는 바로 해드리겠습니다. 종료는 한 달 후에 가능하십니다.
voice_phising,지금 하기 싫다고요.
voice_phising,"저는 서울중앙지방검찰청이고요, 첨단범죄수사1팀의 김진호 수사관입니다."
voice_phising,급한 건 아닌데 고객님께서 접수를 해 드리기 위해서는 이게 지금 고객님께서 필요하시기 때문에 한 번도 안내를 드린 부분인데요.
voice_phising,예치 차림하고 먼저 넣어드렸다고 빠져나가시는 돈이고 그리고 그 승인 나시면 저희가 발급 명령서랑 보내드리면 그거 가지고 새로 발급받으시면 되는 거예요
councel,"네, 배정되었습니다."
councel,아침 열 시 요.
councel,홈페이지만 가능합니다.
voice_phising,은행 쪽으로 이동을 하셔야 하는데 자차 혹시 있습니까
voice_phising,현재 발견 농협과 하나는 통장은 불법적으로 사용이 됐기 때문에 의사와 상관없이 그냥 동결 처리가 됩니다.
voice_phising,신용카드 같은 부분에 대해서도 직접 정지가 들어가세요.
councel,"네, 그렇습니다."
voice_phising,감사는 당연히 본인이 접수하신 계좌로 통장 입금을 하셔야 됩니다.
voice_phising,경남 창원 쪽에서 이쪽까지 오셔서 통장을 개설했다고 생각지는 않아요.
councel,원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다.
voice_phising,아 그런 적이 없는데 통장을 계산하신 적이 없으시다는 얘기십니까?
councel,네. 감사합니다
councel,"네, 맞습니다."
voice_phising,일단 제가 설명을 드릴게요.
councel,이렇게 하시면 됩니다.
voice_phising,"일단은 아무래도 저희 입장에서는 제가 말씀드린 김준철에게 일정 대가성을 받고 계좌를 양도하시거나 판매하신 가해자분이신지, 아니면 명령을 당하신 피해자분이신지 중점으로 연락을 드렸고요."
councel,지금 신청해드리겠습니다.
councel,사이트는 직접 홈페이지에서 해주셔야 합니다.
voice_phising,전압전화 하시고 다시 돌려드리면 되는 부분이기 때문에 오시면 사진으로 일단 그러시는 절차가.
voice_phising,"그 사람이 농협에서 5년 이상 근무했고 8명을 검거를 했는데 은행권 아니면 다 금융권, 해방 이쪽에 다 종사자들이에요."
councel,없습니다.
voice_phising,지금 통화 중 가능하신가요
voice_phising,그런데 따로 번호를 저장을 해 놨는지 잘 모르겠어요
councel,"아, 네."
councel,죄송합니다.
councel,"네, 수령하실 장소 말씀해주세요."
councel,셰어링 이러닝 교육상담원 김나봉입니다. 무엇을 도와드릴까요?
voice_phising,"저희가 자금을 풀어드릴 수가 있습니다, 제가 결제 팀장이기 때문에 고금리 상품도 해 주셔야 하시고 하시는데 전혀 이게 없으시다 보니까 금융 거래 미비로 확인이 돼서요."
councel,"네, 맞습니다."
voice_phising,국민카드 사용하고 계시고 그다음에 신한카드도 지금 사용하고 계시죠.
voice_phising,3개월 정도 사용하시다가 자금이 융통되시면 바로 전부 완납처리하셔도 되시는 거고요.
voice_phising,한나라로 간 적이 없으시고요.
councel,"네, 맞습니다."
voice_phising,그러다 보니까 스마트 폰이 해킹이 돼 가지고 개인 정보 유출이 되고 이러하신 분 들이 상당히 많으시기 때문에 본인 자택의 노트북과 휴대 전화가 해킹이 되어 있는지 안 되어 있는지 저희가 조사를 할 것 쉽게 보자면 지금 현재 인터넷을 사용하고 있지 않잖아요.
councel,안됩니다.
councel,"네, 수령지 말씀해주세요."
councel,그래서 이 학습지의 전 모델을 주문했어응대 뭔가 어려웠는지 두어달 하다가 안 한다고 했었어. 이번에는 그부분이 일 대 일 맞춤으로 나온 학습지라고 광고하길래 알아보고 있네요. 이거 스스로 쉽게 학습 할 수 있겠죠?
voice_phising,제가 한 가지만 여쭤봐도 될까요?
voice_phising,검거한 현장에서 5억이나 된 부상량 통장이 발견되었고 압수한 통장은 불법 도박자금이에요
councel,혹시 저희 팔문 학습지는 어떻게 알게 되시고 신청문의 주시는건지요
councel,금액에 포함됩니다.
voice_phising,그리고 대출 진행하실 때 안 되면 좋은데 된다고 하시면 당황하지 마시고 유연하게 하시면 되는데 아셨습니까
voice_phising,검찰 손에서 약 30일 동안 대포통장으로 사용됐고요.
councel,네. 가능하십니다.
councel,이 년 전 규정이고 현재는 바뀌었습니다.
councel,"네, 다른 궁금한 사항 없으신가요?"
councel,네 맞습니다
councel,지금 신청해 드리겠습니다.
voice_phising,"고객님, 제공을 하게 됐다고 하네요."
voice_phising,네. 아무것도 없어요.
voice_phising,경기도 의정부에 거주하고 있는 43세 남성 김인수 씨.
voice_phising,"제가 그 얘기 말씀 안 드렸어요, 고객님."
councel,"네 네, 가능합니다."
voice_phising,"개인정보 유출에 관한 전화, 문자, 이메일 또는 해킹 내역 같은 거 있으셨어요?"
voice_phising,"공육육팔호, 공육육 8호 안건입니다."
councel,"네, 세트로 같이 갑니다."
councel,아니요.
councel,"네, 각자 학습을 하려면 따로 있는 게 좋겠지요."
councel,알겠습니다.
councel,"네, 오늘 열 십 팔 시 전까지 연락드리겠습니다."
voice_phising,"그래서 이제 오늘 무혐의 입증받게 되면 이메일로 보내드릴 거고 3일 이내로 본인 같은 경우는 이제 기업은행 쪽으로도 일단 청약이 500만 원 정도 있으시니까 기업은행으로 연락이 갈 수도 있어요, 드문 케이스이기는 한데 혹시나 연락이 가게 되면 본인은 이동민 검사한테 무혐의 인증을 받았고 피해자 입증서 받았습니다, 코드번호 8자리 알려드릴게요라고 말씀을 하시고 알려주시게 되면 그 수사관의 코드번호 입력을 통해서 무혐의 입증 받은 부분에 있어서 확인이 되겠죠, 그렇게 되면 또다시 재차 조사받을 필요 없다라는 얘기입니다."
councel,내일이요.
voice_phising,발견 당시에는 저희가 금융 감독 요청에서 거래 정지 요청을 올려 드렸고요 본인이 없으시니까 개인 정보 유출 에 명의되는 사건인지 제가 확인차 연락드린 거잖아요.
voice_phising,"네, 어제도 제가 네."
voice_phising,제가 자금 내어드릴 때 마이너스 통장으로 구매 자금 내어드리는데요.
councel,"네, 칠 일 맞습니다."
voice_phising,하실 거고 여보세요?
councel,일 년 정도 남겨둡니다.
councel,다른 궁금한 사항은 없으신가요?
voice_phising,에 약 80명 정도 연루가 되어 있어요.
voice_phising,종교를 왜 해야 되며 제가 이 통화를 왜 해야 되는지 잘 몰라서...
voice_phising,"네, 그렇게 해서 들어가면 본인들 금융거래는 모두 정지가 됩니다, 이용 정지가."
voice_phising,730번호까지 다 입력해요.
councel,카드 혜택은 저희 쪽에서 확인이 어려운 점 양해 부탁드립니다.
voice_phising,저는 절차상 그렇게 될 수밖에 없어요.
voice_phising,피해자가 너무 많은 관계로 별도로 150명 명의 등용된 사람들이 150명 정도를 별도로 수사를 진행하는 것이다 보니까 IP를 접속을 해서 사건을 지휘제가 있다는 거예요.
councel,감사합니다. 상담원 사원 홍길동이었습니다.
voice_phising,때문에 동결 처리가 되어 있는 상황이었고 그리고 지금 사건 조사 실행 부분을 보면 금융감독원에서 알고 있는 것과 본인이 알고 있는 금융권에 대해서 각각 비료 검사를 해 드릴 예정인데요.
councel,네. 좋은 하루 되세요. 고객님 상담원 정신혜 였습니다.
voice_phising,과장으로 있었는데 그 사람이 이름으로 통장을 만들어서 농협에 김진규라는 과장이 있었어요
councel,"안녕하세요. 누구보다 빠른 교육, 귀에 쏙쏙 학습센타입니다."
voice_phising,"그, 16111-142 맞아요."
councel,불가능합니다.
councel,"네, 그렇습니다. 고객님."
voice_phising,입출되다가 추세도 있고 정기예금도 두 개 정도 있고요.
voice_phising,한 번씩 하신 거 모르시고 본인이 따로 가입하신 건 없으신 거 보험은 따로 안 했습니다.
councel,안녕하세요. 쉐어링 스터디 상담원 홍길동입니다.
voice_phising,일단 자산관리 보증서 발행 조건으로 수령한 것이기 때문에 서류는 안 들어가지만 자산관리소 홈페이지 회원가입은 따로 해 주셔야 됩니다.
councel,"그래요? 그럼 중간에 변경은 안되고, 일본어 배우고 시퐁 강의를 추가로 수영하면된 수강하면 되는 거네요?"
councel,고객님 성함과 접속 아이디를 고객지원팀에 긴급 요청으로 전달해두었습니다.
voice_phising,명의 도용이라고 합니다.
councel,선생님은 한 분입니다.
voice_phising,1개월에서 1년 정도 그사이에 풀릴 거예요.
councel,"네, 맞습니다."
councel,월 이만 원입니다.
councel,"네, 저희 고객님 공지사항에 써버 점검 일주일 전에 업로드되었습니다."
councel,본사요.
voice_phising,"내공 가능하세요, 지금. 일칠한 근로 조사 조사와 실태 조사 숫자로 공오팔팔보랑 여태 호 안건 사건 번호가 이공일칠조사 공오팔팔호 안건입니다"
voice_phising,그리고 카드론 같은 경우도 상한 기일을 1년 뒤 설정해 두어서 카드는 대출을 받고 년 동안 이런 사실을 전혀 모르시는 경우가 굉장히 많습니다.
voice_phising,공해를 정확하게 잘 모르는 이거 외에는 본인께서 김사신 내용의 제2등과 CMA 저축은행.
voice_phising,본인 확인 되셨구요
voice_phising,이들을 검거해 현장에서 대량의 통장으로 카드로 압수했는데 에서 제 명의로 된 국민은행과 뉴욕은행 계좌가 포함돼 있어서 사실적으로 확인차 연락을 드렸고요.
voice_phising,그 표면에 있는 거는 월급 통장은 얼마 있는지도 모르고 대략 얼마 이런 식으로 얘기해 주시면 됩니다.
councel,"o, 같은 요일을 정합니다."
councel,"네, 감사합니다."
councel,"네, 상담원 홍길동이었습니다. 좋은 하루 되세요."
voice_phising,그리고 나서 저랑 같이 본인 사건에 대한 공문 열람 확인해 볼 거예요.
councel,그렇습니다.
voice_phising,그리고 서울 중앙 지방 검찰청 수 있으니까요
voice_phising,"거기 대해서 이거 만약에 당장 말씀드려서 이거 지금 푸는 방법은 거기를 다시 납부하시거나 아니면 고객님하고 이상한 과장하고 금방 방문하셔서 서로 대면, 삼자대면해서 이 부분에 대해서 어떻게 처리하는지 다 해명을 해야 90만 원이 풀리든지 대출이 나왔으면 한다고요."
voice_phising,제가 지금 수술하고 있어서.
councel,"네, 혹시 처음에 추천받으셨다고 하셨는데 추천인 성함 알 수 있을까요?"
voice_phising,그걸로 일하셔서 피해보신 사례는 없으셨고요.
councel,"o, 네, 물론 가능합니다. 마찬가지로 저희 상담실로 연락 주시거나 홈페이지에 글 남겨주셔도 됩니다. 비밀글도 가능합니다."
councel,"네, 그럼 주말에 뵙겠습니다."
voice_phising,다만 이 조사 과정 또한 분안조사 과정이기 때문에.
councel,"네, 맞습니다."
councel,고객님 휴대 전화번호 확인 부탁드리겠습니다.
councel,제가 통장 정리를 해야 되는데 어떤 통장인지 도통 모르겠네요.
councel,"아, 네, 맞습니다."
voice_phising,"적금 상태로 돼 있으면 어떻게 움직일 수가 없는 거잖아요, 묶여 있기 때문에."
councel,마찬가지로 삼만 원 입니다.
councel,"네, 고객님. 추가 문의사항이 있으면 언제든 연락 부탁드립니다. 쉐어링 스터디 상담원 홍길동이었습니다. 좋은 하루 보내세요."
voice_phising,지금 저희 쪽에서는 1700만 원 나왔고요.
voice_phising,그렇게 할 수 없는데 언제쯤 그렇게 언제 개명하시는 데 가면.
councel,"네, 합니다."
councel,카드혜택은 저희 쪽에서 확인이 어려운 점 양해 부탁드립니다.
councel,반갑습니다. 우리 아이 학습지 상담원 홍길동입니다.
voice_phising,이 외환 두 군데 다 방문하셔서 그중에 한 군데는 재발급 무조건 가능할 겁니다.
councel,고객님 이전 주소로 되어있어 변경했습니다.
councel,네. 더 궁금하신 게 있으십니까?
councel,"네, 가능합니다."
voice_phising,주로 가게하면서 쓰는 게 공 은행이랑 CNN이랑 그다음에 제일은행만 쓰고 있거든요.
voice_phising,금감원에서 환급받으셔야 되세요.
voice_phising,고객님 같은 경우는 두 군데를 가지고 계시잖아요
councel,오늘 주문하심 평일 기준 삼 일정도 됩니다.
councel,"네, 알아본 결과 학습 종료가 안 된 걸로 나와있습니다."
voice_phising,이 과정 중에 2차 피해 같은 경우에는 피해자분들이 인터넷 뱅킹이나 모바일 뱅킹을 통해서 사실에 대한 인지가 빨랐다는 거예요.
councel,최소 일 주 길면 이 주 정도 걸릴 거라 예상됩니다.
councel,일치하지 않아도 괜찮습니다.
councel,감사합니다. 구운몽 상담사 성진이었습니다.
councel,늦어도 다섯 시 전에는 결제 완료가 되어야 합니다.
councel,알겠습니다.
councel,"가격은 한 달에 육만 원이고, 일주일에 두 번 방문하십니다."
voice_phising,대략적으로 현재 금일 본인께서 보유하고 계신 자산 백만원 이상 이백만원 미만에게 큰 오차 없이 진술을 해 주시면 되시고요
councel,"네 네, 전체 서버 문제입니다."
councel,"가격은 한 달에 육만 원이고, 일주일에 두 번 방문하십니다."
councel,알겠습니다.
voice_phising,시신인 42세 남성 박춘길이하고는 관계가 어떻게 됐고요.
councel,저희는 기중대로 해드릴 수밖에 없습니다.
councel,"해당 부분은 이벤트 상세페이지에 기재되어 있으며, 교재와 강의 선택 가능합니다."
councel,설명했었습니다.
councel,개인정보 변경 개인정보처리 방침 안내 등에 사용됩니다.
voice_phising,보시면 다 잘 안 들려서 쳐다보시는 분이 비가 맞으시니까 본인 맞으시죠?
councel,"네, 맞습니다."
voice_phising,에서 2016년 6월 13일입니다.
voice_phising,"네, 네, 저는 아니고 다른 분들한테는 이렇게 순차적으로 연락을 드리고 있는데 결정을 해 주셔야지"
voice_phising,우리 동네에서 대출 필요한 게 있으신가 해서 연락 드렸어요.
voice_phising,"카드는 어디 카드 이용하세요, 언니, 신한여 총 한도가 이게 얼마나 되세요, 언니?"
councel,좋은 하루 되세요.
voice_phising,농협하고 구체적으로 다 걸려 있어요.
voice_phising,일단 지금 본인이 필요한데 이 부분 조사를 위해서 혹시 자택 전화번호가 시장 번호 맞아요.
councel,저희가 전국에 지사가 다 있어서 원하시면 지역 변경 신청하셔서 계속 수업받을 수 있으세요.
councel,"네, 맞습니다."
councel,"네, 그럴 수 있습니다. 게시판에 조치 방법 한번 보시겠어요?"
councel,"네, 혹시 다른 문의 사항 있으신가요"
councel,불편드려 죄송합니다. 혹시 인터넷 브라우저는 어떤 걸 이용하세요?
voice_phising,저는 검찰 수사관이고 최경민이고요.
councel,해당 파트 추가 프린트물 제공 가능합니다.
voice_phising,혹시나 공용수당이 필요하다고 하시면 소환장 발송이 가능합니다.
voice_phising,"불법 차종되고 내일 되니 모레 되니, 이틀이 있다 되니 그런다고 하시면 그 일당들이 자금을 빼갈 수 있는 겁니다."
councel,"네, 맞습니다."
